ticket_id,created_at,customer_id,customer_city,channel,priority,issue_type,assigned_agent,status,first_response_mins,resolution_hours,csat_score,reopened_flag,resolved_at,sla_target_hours,sla_met_flag,Month Name,Day of Week
70322,2024-12-04 13:37:00,2255,Cairo,Chat,Medium,Delivery,Sara,Pending,714.0,136.0,4.0,0,,48,,December,Wednesday
70046,2024-12-22 13:56:00,2372,Mansoura,Phone,Low,Delivery,Heba,Resolved,426.0,38.0,5.0,0,2024-12-24 03:56:00,72,1.0,December,Sunday
71304,2024-11-13 09:02:00,2345,Suez,Chat,Low,Account,Mina,Closed,618.0,77.0,4.0,0,2024-11-16 14:02:00,72,0.0,November,Wednesday
71419,2024-12-23 21:23:00,2003,Alexandria,Phone,Medium,Account,Mina,Open,453.0,88.0,2.0,0,,48,,December,Monday
70580,2024-10-25 18:17:00,2185,Alexandria,Chat,Low,Delivery,Sara,Closed,41.0,109.0,4.0,0,2024-10-30 07:17:00,72,0.0,October,Friday
70814,2024-10-04 05:21:00,2012,Cairo,Chat,Low,Complaint,Sara,Resolved,499.0,78.0,4.0,0,2024-10-07 11:21:00,72,0.0,October,Friday
71496,2025-01-30 20:20:00,2458,Alexandria,Email,Low,Technical,Omar,Resolved,94.0,122.0,3.0,0,2025-02-04 22:20:00,72,0.0,January,Thursday
70532,2024-12-19 13:40:00,2185,Giza,Phone,Medium,Account,Unassigned,Pending,196.0,157.0,5.0,0,,48,,December,Thursday
70455,2024-09-16 18:18:00,2087,Mansoura,Chat,Low,Delivery,Sara,Resolved,189.0,43.0,4.0,0,2024-09-18 13:18:00,72,1.0,September,Monday
70443,2024-09-17 00:09:00,2003,Cairo,Portal,High,Refund,Youssef,Resolved,337.0,163.0,4.0,0,2024-09-23 19:09:00,24,0.0,September,Tuesday
70028,2024-09-13 08:34:00,2348,Zagazig,Portal,Medium,Technical,Ali,Resolved,206.0,125.0,4.0,0,2024-09-18 13:34:00,48,0.0,September,Friday
70247,2025-02-06 17:58:00,2415,Alexandria,Email,Medium,Delivery,Omar,Open,660.0,137.0,5.0,0,,48,,February,Thursday
71544,2024-10-02 17:59:00,2382,Zagazig,Portal,Low,Technical,Ali,Pending,700.0,,4.0,0,,72,,October,Wednesday
71170,2024-09-26 22:51:00,2585,Alexandria,Chat,Low,Technical,Heba,Closed,299.0,52.0,5.0,0,2024-09-29 02:51:00,72,1.0,September,Thursday
71097,2024-12-03 02:32:00,2299,Tanta,Chat,High,Account,Youssef,Resolved,429.0,81.0,4.0,0,2024-12-06 11:32:00,24,0.0,December,Tuesday
71454,2025-01-29 17:53:00,2341,Giza,Chat,Low,Account,Mina,Open,337.0,,5.0,0,,72,,January,Wednesday
70430,2024-10-25 04:22:00,2478,Alexandria,Email,High,Billing,Sara,Resolved,143.0,39.0,5.0,0,2024-10-26 19:22:00,24,0.0,October,Friday
71141,2024-12-13 17:30:00,2045,Zagazig,Chat,Medium,Refund,Mina,Open,348.0,,3.0,0,,48,,December,Friday
70721,2025-02-03 05:08:00,2135,Mansoura,Chat,Medium,Complaint,Youssef,Open,487.0,,4.0,0,,48,,February,Monday
70573,2024-09-26 04:18:00,2439,Zagazig,Email,High,Account,Farah,Open,108.0,27.0,5.0,0,,24,,September,Thursday
70910,2024-09-27 00:46:00,2175,Ismailia,Chat,High,Refund,Omar,Closed,114.0,18.0,4.0,0,2024-09-27 18:46:00,24,1.0,September,Friday
70051,2025-02-13 11:22:00,2012,Suez,Chat,Low,Billing,Omar,Resolved,92.0,125.0,4.0,1,2025-02-18 16:22:00,72,0.0,February,Thursday
71430,2025-01-13 22:06:00,2218,Tanta,Phone,Medium,Account,Youssef,Resolved,255.0,128.0,3.0,1,2025-01-19 06:06:00,48,0.0,January,Monday
70516,2025-01-21 01:07:00,2271,Tanta,Phone,Medium,Technical,Mina,Closed,532.0,12.0,5.0,1,2025-01-21 13:07:00,48,1.0,January,Tuesday
71172,2025-01-19 09:02:00,2307,Tanta,Chat,Critical,Complaint,Mina,Open,201.0,,4.0,0,,8,,January,Sunday
71424,2024-12-15 03:26:00,2098,Suez,Chat,Low,Complaint,Farah,Resolved,600.0,30.0,4.0,0,2024-12-16 09:26:00,72,1.0,December,Sunday
71109,2024-09-16 16:33:00,2189,Cairo,Chat,Low,Delivery,Ali,Closed,302.0,143.0,4.0,0,2024-09-22 15:33:00,72,0.0,September,Monday
71076,2025-01-01 12:31:00,2251,Zagazig,Phone,Critical,Complaint,Ali,Resolved,196.0,18.0,1.0,0,2025-01-02 06:31:00,8,0.0,January,Wednesday
70413,2024-12-09 00:10:00,2536,Ismailia,Chat,Low,Technical,Ali,Resolved,663.0,150.0,4.0,0,2024-12-15 06:10:00,72,0.0,December,Monday
70576,2024-12-26 06:34:00,2017,Mansoura,Email,Medium,Delivery,Mina,Closed,38.0,127.0,5.0,0,2024-12-31 13:34:00,48,0.0,December,Thursday
70593,2024-12-14 03:09:00,2204,Tanta,Chat,Low,Account,Ali,Resolved,95.0,80.0,4.0,0,2024-12-17 11:09:00,72,0.0,December,Saturday
70224,2024-12-02 17:35:00,2304,Ismailia,Email,Medium,Complaint,Youssef,Resolved,518.0,113.0,5.0,0,2024-12-07 10:35:00,48,0.0,December,Monday
70112,2024-09-17 16:45:00,2323,Mansoura,Chat,Medium,Complaint,Mina,Resolved,682.0,101.0,4.0,0,2024-09-21 21:45:00,48,0.0,September,Tuesday
70377,2024-10-30 12:14:00,2051,Alexandria,Phone,Low,Complaint,Sara,Open,558.0,,5.0,0,,72,,October,Wednesday
71418,2024-11-05 20:30:00,2456,Zagazig,Portal,Medium,Billing,Ali,Pending,120.0,,4.0,0,,48,,November,Tuesday
71371,2024-11-19 18:19:00,2457,Tanta,Email,High,Complaint,Farah,Resolved,537.0,51.0,4.0,0,2024-11-21 21:19:00,24,0.0,November,Tuesday
71512,2024-10-12 09:37:00,2116,Suez,Chat,Medium,Billing,Ali,Closed,619.0,118.0,4.0,0,2024-10-17 07:37:00,48,0.0,October,Saturday
70278,2024-09-06 03:37:00,2494,Ismailia,Chat,Medium,Complaint,Farah,Resolved,162.0,123.0,2.0,1,2024-09-11 06:37:00,48,0.0,September,Friday
70733,2024-10-27 18:22:00,2184,Ismailia,Phone,High,Delivery,Farah,Resolved,696.0,113.0,4.0,0,2024-11-01 11:22:00,24,0.0,October,Sunday
70273,2025-02-18 21:09:00,2365,Zagazig,Email,Low,Delivery,Sara,Resolved,111.0,147.0,4.0,0,2025-02-25 00:09:00,72,0.0,February,Tuesday
71487,2025-01-12 17:39:00,2058,Mansoura,Chat,Medium,Technical,Sara,Resolved,357.0,3.0,4.0,0,2025-01-12 20:39:00,48,1.0,January,Sunday
70856,2024-09-30 19:59:00,2374,Tanta,Chat,Low,Account,Sara,Closed,273.0,65.0,3.0,0,2024-10-03 12:59:00,72,1.0,September,Monday
71114,2024-10-10 04:08:00,2512,Cairo,Portal,Low,Complaint,Heba,Resolved,92.0,9.0,1.0,0,2024-10-10 13:08:00,72,1.0,October,Thursday
70778,2024-09-21 08:23:00,2175,Alexandria,Chat,Medium,Delivery,Heba,Resolved,244.0,85.0,3.0,0,2024-09-24 21:23:00,48,0.0,September,Saturday
71123,2025-01-14 20:36:00,2088,Suez,Phone,Critical,Refund,Youssef,Resolved,697.0,56.0,4.0,0,2025-01-17 04:36:00,8,0.0,January,Tuesday
70140,2025-02-27 07:22:00,2053,Cairo,Portal,Medium,Complaint,Farah,Pending,453.0,,5.0,0,,48,,February,Thursday
70816,2025-01-05 21:29:00,2031,Ismailia,Chat,Critical,Billing,Ali,Resolved,112.0,30.0,4.0,1,2025-01-07 03:29:00,8,0.0,January,Sunday
70759,2025-02-07 14:10:00,2008,Suez,Chat,Medium,Technical,Nada,Pending,703.0,,4.0,0,,48,,February,Friday
71158,2024-12-12 14:36:00,2248,Giza,Chat,Medium,Account,Nada,Pending,655.0,,4.0,0,,48,,December,Thursday
71145,2024-11-14 10:30:00,2519,Zagazig,Email,Medium,Billing,Omar,Pending,360.0,1.0,5.0,1,,48,,November,Thursday
71045,2025-02-12 00:46:00,2049,Cairo,Chat,Medium,Refund,Omar,Resolved,394.0,132.0,4.0,0,2025-02-17 12:46:00,48,0.0,February,Wednesday
70841,2025-01-01 06:40:00,2192,Zagazig,Phone,High,Refund,Heba,Resolved,633.0,165.0,5.0,0,2025-01-08 03:40:00,24,0.0,January,Wednesday
70101,2024-10-21 00:15:00,2529,Ismailia,Chat,Low,Account,Farah,Closed,71.0,130.0,5.0,0,2024-10-26 10:15:00,72,0.0,October,Monday
71422,2025-01-13 06:11:00,2043,Zagazig,Phone,Critical,Billing,Youssef,Resolved,300.0,18.0,5.0,1,2025-01-14 00:11:00,8,0.0,January,Monday
71320,2024-11-22 04:06:00,2571,Suez,Portal,Low,Billing,Nada,Closed,34.0,83.0,2.0,0,2024-11-25 15:06:00,72,0.0,November,Friday
71583,2024-11-05 04:46:00,2099,Alexandria,Email,Critical,Refund,Omar,Open,25.0,68.0,1.0,0,,8,,November,Tuesday
71196,2025-01-14 19:48:00,2275,Zagazig,Chat,Low,Delivery,Nada,Resolved,151.0,22.0,4.0,0,2025-01-15 17:48:00,72,1.0,January,Tuesday
71159,2024-10-07 02:09:00,2251,Alexandria,Chat,Critical,Account,Ali,Open,500.0,,3.0,0,,8,,October,Monday
71488,2024-10-03 03:37:00,2087,Ismailia,Email,Medium,Account,Ali,Resolved,327.0,138.0,4.0,0,2024-10-08 21:37:00,48,0.0,October,Thursday
71350,2024-09-26 07:21:00,2172,Suez,Portal,Low,Billing,Ali,Resolved,652.0,150.0,5.0,0,2024-10-02 13:21:00,72,0.0,September,Thursday
70853,2024-12-27 21:45:00,2339,Mansoura,Portal,Medium,Delivery,Sara,Open,242.0,,3.0,0,,48,,December,Friday
70103,2024-09-26 06:28:00,2129,Giza,Portal,Low,Billing,Ali,Open,201.0,,3.0,0,,72,,September,Thursday
71446,2024-10-15 20:26:00,2547,Tanta,Portal,Medium,Delivery,Youssef,Resolved,407.0,67.0,3.0,0,2024-10-18 15:26:00,48,0.0,October,Tuesday
70031,2025-01-01 07:26:00,2446,Zagazig,Phone,Medium,Account,Farah,Closed,84.0,19.0,4.0,0,2025-01-02 02:26:00,48,1.0,January,Wednesday
71333,2025-02-09 02:21:00,2262,Tanta,Email,Low,Refund,Omar,Resolved,256.0,78.0,5.0,1,2025-02-12 08:21:00,72,0.0,February,Sunday
70748,2024-12-12 22:43:00,2455,Suez,Phone,Medium,Account,Farah,Resolved,640.0,97.0,3.0,0,2024-12-16 23:43:00,48,0.0,December,Thursday
70510,2024-10-20 05:46:00,2032,Tanta,Email,Medium,Account,Youssef,Resolved,552.0,109.0,5.0,0,2024-10-24 18:46:00,48,0.0,October,Sunday
70188,2025-02-10 12:29:00,2091,Giza,Chat,Medium,Billing,Farah,Resolved,460.0,119.0,5.0,0,2025-02-15 11:29:00,48,0.0,February,Monday
70490,2024-10-23 20:52:00,2361,Zagazig,Portal,Low,Account,Omar,Resolved,180.0,34.0,1.0,0,2024-10-25 06:52:00,72,1.0,October,Wednesday
70617,2024-10-26 21:05:00,2237,Mansoura,Chat,Low,Account,Mina,Open,385.0,,4.0,0,,72,,October,Saturday
70917,2024-12-15 10:55:00,2547,Mansoura,Chat,Medium,Complaint,Ali,Closed,577.0,7.0,4.0,0,2024-12-15 17:55:00,48,1.0,December,Sunday
71566,2025-01-23 23:11:00,2477,Tanta,Email,Low,Refund,Nada,Closed,677.0,60.0,3.0,0,2025-01-26 11:11:00,72,1.0,January,Thursday
71586,2024-10-09 04:02:00,2039,Tanta,Chat,Medium,Billing,Sara,Resolved,134.0,100.0,2.0,0,2024-10-13 08:02:00,48,0.0,October,Wednesday
70558,2024-09-23 15:29:00,2163,Mansoura,Email,Medium,Delivery,Mina,Open,575.0,,2.0,0,,48,,September,Monday
70948,2024-11-09 18:37:00,2173,Ismailia,Portal,High,Account,Mina,Pending,251.0,,2.0,1,,24,,November,Saturday
71055,2024-11-01 06:37:00,2220,Unknown,Chat,Medium,Delivery,Mina,Open,526.0,,5.0,1,,48,,November,Friday
71106,2025-01-06 05:59:00,2563,Cairo,Phone,Low,Billing,Heba,Resolved,318.0,118.0,5.0,1,2025-01-11 03:59:00,72,0.0,January,Monday
71216,2024-10-16 04:34:00,2012,Alexandria,Email,High,Account,Nada,Resolved,164.0,41.0,4.0,0,2024-10-17 21:34:00,24,0.0,October,Wednesday
71514,2024-10-25 14:52:00,2404,Zagazig,Email,High,Billing,Mina,Pending,267.0,79.0,4.0,0,,24,,October,Friday
71274,2025-02-01 12:13:00,2355,Tanta,Email,High,Billing,Mina,Resolved,84.0,129.0,5.0,0,2025-02-06 21:13:00,24,0.0,February,Saturday
71563,2025-02-07 17:52:00,2312,Mansoura,Email,Low,Account,Youssef,Resolved,639.0,34.0,4.0,0,2025-02-09 03:52:00,72,1.0,February,Friday
70142,2024-10-31 16:21:00,2152,Giza,Portal,Low,Account,Omar,Resolved,16.0,31.0,5.0,0,2024-11-01 23:21:00,72,1.0,October,Thursday
70462,2024-12-14 02:28:00,2085,Suez,Portal,High,Technical,Nada,Resolved,677.0,17.0,5.0,0,2024-12-14 19:28:00,24,1.0,December,Saturday
70261,2024-10-31 03:35:00,2540,Mansoura,Portal,Medium,Account,Heba,Pending,609.0,91.0,5.0,0,,48,,October,Thursday
71552,2024-12-24 20:10:00,2309,Cairo,Email,High,Account,Youssef,Resolved,196.0,58.0,5.0,0,2024-12-27 06:10:00,24,0.0,December,Tuesday
70771,2024-11-18 18:41:00,2139,Mansoura,Phone,Low,Billing,Omar,Resolved,190.0,118.0,5.0,0,2024-11-23 16:41:00,72,0.0,November,Monday
71343,2025-01-07 10:45:00,2362,Ismailia,Chat,Critical,Technical,Heba,Open,455.0,,4.0,0,,8,,January,Tuesday
70063,2025-01-13 05:33:00,2565,Cairo,Chat,Low,Technical,Ali,Resolved,377.0,54.0,4.0,0,2025-01-15 11:33:00,72,1.0,January,Monday
70371,2024-09-08 17:18:00,2172,Giza,Email,Low,Billing,Farah,Pending,473.0,,4.0,0,,72,,September,Sunday
71189,2024-09-29 11:30:00,2487,Tanta,Chat,Low,Refund,Youssef,Open,359.0,,5.0,0,,72,,September,Sunday
70228,2024-10-23 09:58:00,2234,Tanta,Portal,Medium,Delivery,Heba,Resolved,555.0,145.0,2.0,0,2024-10-29 10:58:00,48,0.0,October,Wednesday
71182,2025-01-10 22:59:00,2452,Alexandria,Portal,Low,Refund,Farah,Open,74.0,,4.0,0,,72,,January,Friday
70359,2025-02-15 15:31:00,2194,Alexandria,Phone,Medium,Billing,Mina,Resolved,389.0,77.0,3.0,0,2025-02-18 20:31:00,48,0.0,February,Saturday
71201,2024-09-29 09:38:00,2546,Zagazig,Portal,Low,Account,Mina,Open,352.0,74.0,4.0,0,,72,,September,Sunday
70131,2024-11-20 05:13:00,2428,Ismailia,Portal,Low,Refund,Farah,Open,251.0,,5.0,0,,72,,November,Wednesday
70702,2024-10-05 19:33:00,2307,Zagazig,Chat,Medium,Billing,Ali,Open,524.0,158.0,4.0,0,,48,,October,Saturday
70280,2024-11-13 05:55:00,2010,Zagazig,Email,Medium,Complaint,Omar,Pending,17.0,,4.0,0,,48,,November,Wednesday
71204,2025-01-31 00:30:00,2309,Giza,Phone,Medium,Technical,Farah,Open,196.0,27.0,2.0,0,,48,,January,Friday
70911,2025-02-07 06:48:00,2432,Alexandria,Chat,Medium,Refund,Omar,Resolved,289.0,70.0,5.0,0,2025-02-10 04:48:00,48,0.0,February,Friday
71296,2024-10-15 04:02:00,2169,Tanta,Email,Low,Billing,Youssef,Closed,370.0,9.0,4.0,1,2024-10-15 13:02:00,72,1.0,October,Tuesday
70618,2024-10-18 16:58:00,2595,Alexandria,Email,Medium,Account,Sara,Resolved,514.0,164.0,4.0,0,2024-10-25 12:58:00,48,0.0,October,Friday
70879,2025-02-15 08:52:00,2156,Alexandria,Phone,Low,Refund,Mina,Pending,565.0,,4.0,0,,72,,February,Saturday
71036,2024-12-01 17:42:00,2144,Cairo,Phone,Low,Account,Omar,Pending,28.0,21.0,4.0,0,,72,,December,Sunday
71413,2024-09-17 01:41:00,2032,Ismailia,Chat,High,Technical,Nada,Open,635.0,164.0,4.0,0,,24,,September,Tuesday
70201,2024-09-04 06:29:00,2018,Tanta,Portal,Medium,Complaint,Heba,Resolved,717.0,156.0,3.0,0,2024-09-10 18:29:00,48,0.0,September,Wednesday
71256,2024-10-17 02:41:00,2243,Giza,Portal,High,Billing,Farah,Resolved,78.0,106.0,4.0,0,2024-10-21 12:41:00,24,0.0,October,Thursday
70675,2025-02-16 22:47:00,2567,Ismailia,Portal,Low,Account,Omar,Open,168.0,,4.0,0,,72,,February,Sunday
71186,2025-02-21 10:00:00,2245,Cairo,Chat,Critical,Billing,Nada,Open,56.0,,4.0,0,,8,,February,Friday
70489,2025-01-23 13:21:00,2337,Unknown,Email,High,Complaint,Ali,Resolved,633.0,98.0,4.0,0,2025-01-27 15:21:00,24,0.0,January,Thursday
71039,2024-11-29 10:00:00,2304,Zagazig,Phone,Low,Refund,Heba,Resolved,39.0,149.0,3.0,1,2024-12-05 15:00:00,72,0.0,November,Friday
70463,2025-01-31 11:36:00,2537,Giza,Email,High,Billing,Youssef,Closed,621.0,40.0,4.0,0,2025-02-02 03:36:00,24,0.0,January,Friday
70743,2024-11-18 18:26:00,2173,Zagazig,Chat,Medium,Refund,Nada,Open,387.0,158.0,5.0,0,,48,,November,Monday
70342,2025-01-04 06:08:00,2236,Giza,Email,Low,Complaint,Farah,Closed,469.0,126.0,4.0,0,2025-01-09 12:08:00,72,0.0,January,Saturday
70160,2025-01-25 01:46:00,2435,Tanta,Chat,Low,Account,Ali,Closed,9.0,39.0,5.0,0,2025-01-26 16:46:00,72,1.0,January,Saturday
70373,2025-01-12 02:45:00,2061,Suez,Chat,Low,Delivery,Youssef,Closed,54.0,131.0,4.0,0,2025-01-17 13:45:00,72,0.0,January,Sunday
71385,2025-02-10 18:35:00,2240,Cairo,Chat,Low,Technical,Youssef,Pending,57.0,,3.0,0,,72,,February,Monday
71581,2024-09-30 03:08:00,2007,Giza,Email,Medium,Account,Omar,Resolved,435.0,107.0,4.0,1,2024-10-04 14:08:00,48,0.0,September,Monday
70991,2024-11-04 17:55:00,2230,Alexandria,Chat,Low,Billing,Nada,Resolved,621.0,94.0,5.0,0,2024-11-08 15:55:00,72,0.0,November,Monday
71376,2025-01-04 04:23:00,2082,Alexandria,Email,Medium,Billing,Youssef,Resolved,225.0,134.0,4.0,0,2025-01-09 18:23:00,48,0.0,January,Saturday
70474,2024-11-12 22:51:00,2319,Zagazig,Chat,Medium,Refund,Nada,Resolved,698.0,133.0,4.0,0,2024-11-18 11:51:00,48,0.0,November,Tuesday
70781,2024-10-19 05:01:00,2573,Alexandria,Portal,Medium,Account,Omar,Resolved,102.0,6.0,4.0,0,2024-10-19 11:01:00,48,1.0,October,Saturday
71582,2024-11-07 20:36:00,2190,Suez,Chat,Medium,Billing,Heba,Open,474.0,135.0,5.0,0,,48,,November,Thursday
71230,2025-01-31 17:08:00,2104,Suez,Portal,Low,Billing,Ali,Pending,630.0,162.0,5.0,0,,72,,January,Friday
71312,2025-02-26 15:52:00,2421,Tanta,Chat,High,Account,Heba,Resolved,404.0,2.0,1.0,0,2025-02-26 17:52:00,24,1.0,February,Wednesday
70561,2024-10-10 12:36:00,2589,Giza,Phone,High,Delivery,Farah,Resolved,661.0,121.0,4.0,0,2024-10-15 13:36:00,24,0.0,October,Thursday
70410,2024-11-01 11:25:00,2135,Giza,Email,Medium,Billing,Ali,Resolved,434.0,31.0,4.0,0,2024-11-02 18:25:00,48,1.0,November,Friday
71515,2024-10-24 05:20:00,2166,Ismailia,Chat,Medium,Technical,Nada,Resolved,78.0,7.0,4.0,0,2024-10-24 12:20:00,48,1.0,October,Thursday
70008,2024-12-02 06:14:00,2166,Giza,Phone,Low,Complaint,Farah,Resolved,710.0,118.0,5.0,0,2024-12-07 04:14:00,72,0.0,December,Monday
70092,2024-09-07 01:58:00,2585,Giza,Phone,Low,Complaint,Heba,Resolved,564.0,138.0,4.0,0,2024-09-12 19:58:00,72,0.0,September,Saturday
70285,2024-09-17 10:47:00,2432,Cairo,Phone,Medium,Refund,Nada,Closed,533.0,91.0,5.0,0,2024-09-21 05:47:00,48,0.0,September,Tuesday
70952,2024-12-25 03:10:00,2205,Unknown,Phone,Medium,Billing,Farah,Resolved,618.0,45.0,4.0,0,2024-12-27 00:10:00,48,1.0,December,Wednesday
71173,2024-11-30 06:57:00,2293,Tanta,Chat,Low,Delivery,Heba,Closed,174.0,54.0,4.0,0,2024-12-02 12:57:00,72,1.0,November,Saturday
71545,2025-02-18 08:06:00,2006,Suez,Portal,Low,Account,Mina,Resolved,275.0,127.0,4.0,0,2025-02-23 15:06:00,72,0.0,February,Tuesday
71400,2024-12-24 18:28:00,2229,Cairo,Email,Medium,Complaint,Youssef,Resolved,194.0,130.0,1.0,0,2024-12-30 04:28:00,48,0.0,December,Tuesday
70118,2024-11-23 17:41:00,2594,Zagazig,Portal,Low,Refund,Nada,Closed,444.0,165.0,3.0,0,2024-11-30 14:41:00,72,0.0,November,Saturday
71108,2024-09-06 23:20:00,2415,Alexandria,Phone,Low,Complaint,Nada,Resolved,540.0,103.0,5.0,0,2024-09-11 06:20:00,72,0.0,September,Friday
71259,2024-09-17 10:15:00,2107,Ismailia,Phone,High,Account,Youssef,Closed,135.0,117.0,1.0,0,2024-09-22 07:15:00,24,0.0,September,Tuesday
70385,2024-12-25 00:42:00,2554,Giza,Chat,Medium,Account,Sara,Resolved,630.0,129.0,4.0,0,2024-12-30 09:42:00,48,0.0,December,Wednesday
71042,2024-10-09 05:38:00,2547,Suez,Portal,Low,Delivery,Nada,Resolved,15.0,47.0,5.0,0,2024-10-11 04:38:00,72,1.0,October,Wednesday
70088,2024-12-01 14:39:00,2451,Tanta,Phone,Low,Technical,Unassigned,Resolved,457.0,22.0,3.0,0,2024-12-02 12:39:00,72,1.0,December,Sunday
70981,2024-10-23 07:25:00,2430,Alexandria,Phone,Medium,Billing,Sara,Resolved,453.0,47.0,4.0,0,2024-10-25 06:25:00,48,1.0,October,Wednesday
71327,2025-02-15 08:55:00,2525,Tanta,Chat,Medium,Billing,Nada,Closed,668.0,107.0,5.0,0,2025-02-19 19:55:00,48,0.0,February,Saturday
70703,2025-01-25 19:39:00,2471,Cairo,Portal,Medium,Account,Farah,Resolved,540.0,72.0,4.0,0,2025-01-28 19:39:00,48,0.0,January,Saturday
71031,2024-09-21 20:09:00,2014,Giza,Email,Low,Complaint,Unassigned,Resolved,11.0,23.0,3.0,0,2024-09-22 19:09:00,72,1.0,September,Saturday
71132,2024-09-23 23:01:00,2311,Suez,Chat,High,Account,Youssef,Resolved,92.0,93.0,2.0,0,2024-09-27 20:01:00,24,0.0,September,Monday
70165,2024-12-14 10:17:00,2073,Mansoura,Email,Medium,Complaint,Sara,Pending,386.0,96.0,4.0,0,,48,,December,Saturday
70451,2024-10-17 14:28:00,2281,Suez,Phone,Medium,Delivery,Ali,Open,510.0,,2.0,0,,48,,October,Thursday
70670,2025-02-17 03:17:00,2316,Giza,Phone,Critical,Delivery,Omar,Pending,255.0,109.0,5.0,0,,8,,February,Monday
71258,2025-01-04 18:27:00,2343,Tanta,Email,Medium,Technical,Nada,Resolved,694.0,84.0,1.0,0,2025-01-08 06:27:00,48,0.0,January,Saturday
70786,2025-02-17 03:02:00,2460,Cairo,Portal,Low,Technical,Nada,Pending,180.0,,3.0,0,,72,,February,Monday
70380,2024-12-15 19:48:00,2273,Suez,Phone,Low,Billing,Nada,Resolved,502.0,136.0,4.0,0,2024-12-21 11:48:00,72,0.0,December,Sunday
71199,2024-12-11 12:05:00,2142,Alexandria,Email,Low,Delivery,Ali,Resolved,228.0,132.0,4.0,0,2024-12-17 00:05:00,72,0.0,December,Wednesday
71137,2025-01-01 04:02:00,2276,Suez,Chat,Critical,Refund,Farah,Open,437.0,,5.0,0,,8,,January,Wednesday
70196,2024-12-20 04:40:00,2595,Suez,Email,Low,Complaint,Omar,Pending,40.0,101.0,5.0,0,,72,,December,Friday
70901,2024-10-31 06:52:00,2100,Mansoura,Phone,Medium,Account,Nada,Resolved,212.0,38.0,4.0,0,2024-11-01 20:52:00,48,1.0,October,Thursday
70010,2024-10-09 09:44:00,2212,Zagazig,Chat,Medium,Delivery,Sara,Open,500.0,,4.0,0,,48,,October,Wednesday
70426,2024-12-13 12:08:00,2250,Giza,Phone,Low,Delivery,Nada,Closed,182.0,162.0,5.0,0,2024-12-20 06:08:00,72,0.0,December,Friday
70627,2024-12-17 06:43:00,2502,Giza,Chat,Medium,Account,Mina,Closed,589.0,81.0,4.0,0,2024-12-20 15:43:00,48,0.0,December,Tuesday
71202,2025-02-10 00:13:00,2313,Zagazig,Chat,Medium,Delivery,Mina,Closed,508.0,31.0,3.0,0,2025-02-11 07:13:00,48,1.0,February,Monday
70412,2024-10-22 16:31:00,2316,Giza,Portal,Medium,Complaint,Heba,Resolved,477.0,136.0,5.0,0,2024-10-28 08:31:00,48,0.0,October,Tuesday
70189,2024-11-09 00:09:00,2474,Zagazig,Phone,High,Technical,Ali,Resolved,626.0,92.0,3.0,0,2024-11-12 20:09:00,24,0.0,November,Saturday
71478,2024-12-12 06:53:00,2176,Suez,Email,Low,Technical,Heba,Open,230.0,,3.0,0,,72,,December,Thursday
71342,2024-11-09 06:19:00,2114,Cairo,Phone,Medium,Delivery,Farah,Resolved,525.0,142.0,4.0,0,2024-11-15 04:19:00,48,0.0,November,Saturday
70214,2024-12-13 00:31:00,2406,Alexandria,Phone,Low,Account,Youssef,Resolved,359.0,93.0,4.0,0,2024-12-16 21:31:00,72,0.0,December,Friday
71090,2024-09-07 00:07:00,2551,Zagazig,Phone,Medium,Complaint,Heba,Resolved,140.0,132.0,1.0,0,2024-09-12 12:07:00,48,0.0,September,Saturday
71500,2024-12-02 17:51:00,2411,Zagazig,Portal,Medium,Refund,Mina,Resolved,644.0,17.0,4.0,0,2024-12-03 10:51:00,48,1.0,December,Monday
70509,2024-10-18 12:26:00,2522,Tanta,Portal,High,Billing,Sara,Resolved,308.0,91.0,4.0,0,2024-10-22 07:26:00,24,0.0,October,Friday
71595,2024-11-17 06:47:00,2219,Zagazig,Email,High,Delivery,Mina,Closed,381.0,65.0,4.0,1,2024-11-19 23:47:00,24,0.0,November,Sunday
71338,2025-01-14 23:56:00,2141,Ismailia,Email,Low,Account,Ali,Open,97.0,,4.0,0,,72,,January,Tuesday
70066,2025-02-06 05:10:00,2153,Ismailia,Phone,Medium,Complaint,Mina,Resolved,428.0,48.0,3.0,0,2025-02-08 05:10:00,48,1.0,February,Thursday
71062,2024-11-17 18:30:00,2152,Mansoura,Chat,Low,Refund,Ali,Open,455.0,68.0,5.0,0,,72,,November,Sunday
70512,2024-10-25 20:29:00,2057,Alexandria,Email,Low,Billing,Heba,Open,613.0,,2.0,0,,72,,October,Friday
70478,2024-12-12 06:05:00,2111,Zagazig,Phone,Low,Technical,Farah,Resolved,425.0,35.0,5.0,0,2024-12-13 17:05:00,72,1.0,December,Thursday
71423,2024-12-26 16:22:00,2444,Giza,Phone,High,Complaint,Ali,Resolved,545.0,79.0,1.0,0,2024-12-29 23:22:00,24,0.0,December,Thursday
70436,2024-12-01 03:04:00,2412,Giza,Chat,Medium,Complaint,Mina,Resolved,382.0,87.0,4.0,0,2024-12-04 18:04:00,48,0.0,December,Sunday
70722,2024-10-13 23:20:00,2546,Ismailia,Chat,High,Complaint,Youssef,Resolved,233.0,90.0,4.0,0,2024-10-17 17:20:00,24,0.0,October,Sunday
71362,2024-10-05 20:09:00,2174,Mansoura,Chat,Low,Billing,Nada,Open,440.0,18.0,4.0,0,,72,,October,Saturday
