ticket_id,created_at,customer_id,customer_city,channel,priority,issue_type,assigned_agent,status,first_response_mins,resolution_hours,csat_score,reopened_flag,resolved_at,sla_target_hours,sla_met_flag
70443,2024-09-17 00:09:00,2003,CAIRO,Portal,High,Refund,youssef,Resolved,337.0,163.0,4.0,0,2024-09-23 19:09:00,24.0,0.0
70028,2024-09-13 08:34:00,2348,  Zagazig ,Portal,MEDIUM,Technical,ali,  Resolved ,206.0,125.0,4.0,0,2024-09-18 13:34:00,48.0,0.0
70247,2025-02-06 17:58:00,2415,Alexandria,Email,  Medium ,Delivery,  Omar ,Open,660.0,137.0,5.0,0,,48.0,0.0
71544,2024-10-02 17:59:00,2382,  Zagazig ,Portal,Low,Technical,Ali,Pending,700.0,,,0,,72.0,
71170,2024-09-26 22:51:00,2585,Alexandria,Chat,Low,TECHNICAL,Heba,  Closed ,299.0,52.0,5.0,0,2024-09-29 02:51:00,72.0,1.0
71097,2024-12-03 02:32:00,2299,Tanta,Chat,HIGH,Account,youssef,  Resolved ,429.0,81.0,4.0,0,2024-12-06 11:32:00,24.0,0.0
71454,2025-01-29 17:53:00,2341,GIZA,Chat,LOW,Account,Mina,open,337.0,,5.0,0,,72.0,
70430,2024-10-25 04:22:00,2478,Alexandria,Email,High,Billing,Sara,Resolved,143.0,39.0,5.0,0,2024-10-26 19:22:00,24.0,0.0
71141,2024-12-13 17:30:00,2045,zagazig,CHAT,Medium,Refund,mina,Open,348.0,,3.0,0,,48.0,
70721,2025-02-03 05:08:00,2135,Mansoura,Chat,Medium,Complaint,Youssef,Open,487.0,,,0,,48.0,
70573,2024-09-26 04:18:00,2439,ZAGAZIG,Email,HIGH,ACCOUNT,Farah,open,108.0,27.0,5.0,0,,24.0,0.0
70910,2024-09-27 00:46:00,2175,Ismailia,chat,High,Refund,Omar,Closed,114.0,18.0,4.0,0,2024-09-27 18:46:00,24.0,1.0
70051,2025-02-13 11:22:00,2012,Suez,Chat,  Low ,BILLING,Omar,Resolved,92.0,125.0,4.0,1,2025-02-18 16:22:00,72.0,0.0
71430,2025-01-13 22:06:00,2218,Tanta,Phone,medium,Account,  Youssef ,Resolved,255.0,128.0,3.0,1,2025-01-19 06:06:00,48.0,0.0
70516,2025-01-21 01:07:00,2271,Tanta,Phone,MEDIUM,TECHNICAL,mina,Closed,532.0,12.0,5.0,1,2025-01-21 13:07:00,48.0,1.0
71172,2025-01-19 09:02:00,2307,TANTA,  Chat ,Critical,complaint,Mina,  Open ,201.0,,,0,,8.0,
71424,2024-12-15 03:26:00,2098,Suez,Chat,low,Complaint,Farah,Resolved,600.0,30.0,,0,2024-12-16 09:26:00,72.0,1.0
71109,2024-09-16 16:33:00,2189,CAIRO,  CHAT ,Low,Delivery,Ali,Closed,302.0,143.0,4.0,0,2024-09-22 15:33:00,72.0,0.0
71076,2025-01-01 12:31:00,2251,Zagazig,Phone,Critical,COMPLAINT,Ali,Resolved,196.0,18.0,1.0,0,2025-01-02 06:31:00,8.0,0.0
70413,2024-12-09 00:10:00,2536,ISMAILIA,chat,Low,TECHNICAL,ali,Resolved,663.0,150.0,4.0,0,2024-12-15 06:10:00,72.0,0.0
70576,2024-12-26 06:34:00,2017,Mansoura,Email,Medium,Delivery,  Mina ,CLOSED,38.0,127.0,5.0,0,2024-12-31 13:34:00,48.0,0.0
70593,2024-12-14 03:09:00,2204,Tanta,  Chat ,Low,Account,Ali,  resolved ,95.0,80.0,4.0,0,2024-12-17 11:09:00,72.0,0.0
70224,2024-12-02 17:35:00,2304,Ismailia,Email,Medium,  Complaint ,Youssef,Resolved,518.0,113.0,5.0,0,2024-12-07 10:35:00,48.0,0.0
70112,2024-09-17 16:45:00,2323,Mansoura,Chat,  medium ,Complaint,Mina,Resolved,682.0,101.0,,0,2024-09-21 21:45:00,48.0,0.0
70377,2024-10-30 12:14:00,2051,Alexandria,PHONE,Low,complaint,Sara,open,558.0,,5.0,0,,72.0,
71418,2024-11-05 20:30:00,2456,zagazig,Portal,Medium,  Billing ,Ali,Pending,120.0,,4.0,0,,48.0,
71371,2024-11-19 18:19:00,2457,Tanta,Email,High,Complaint,Farah,Resolved,537.0,51.0,,0,2024-11-21 21:19:00,24.0,0.0
71512,2024-10-12 09:37:00,2116,SUEZ,CHAT,Medium,billing,ALI,Closed,619.0,118.0,4.0,0,2024-10-17 07:37:00,48.0,0.0
70278,2024-09-06 03:37:00,2494,Ismailia,Chat,MEDIUM,Complaint,FARAH,Resolved,162.0,123.0,2.0,1,2024-09-11 06:37:00,48.0,0.0
70733,2024-10-27 18:22:00,2184,Ismailia,phone,High,  delivery ,  Farah ,Resolved,696.0,113.0,4.0,0,2024-11-01 11:22:00,24.0,0.0
70273,2025-02-18 21:09:00,2365,Zagazig,Email,Low,Delivery,Sara,  RESOLVED ,111.0,147.0,,0,2025-02-25 00:09:00,72.0,0.0
71487,2025-01-12 17:39:00,2058,Mansoura,Chat,Medium,Technical,SARA,Resolved,357.0,3.0,,0,2025-01-12 20:39:00,48.0,1.0
70856,2024-09-30 19:59:00,2374,  Tanta ,CHAT,Low,account,sara,Closed,273.0,65.0,3.0,0,2024-10-03 12:59:00,72.0,1.0
71114,2024-10-10 04:08:00,2512,Cairo,portal,Low,Complaint,Heba,Resolved,92.0,9.0,1.0,0,2024-10-10 13:08:00,72.0,1.0
70778,2024-09-21 08:23:00,2175,Alexandria,CHAT,  Medium ,Delivery,Heba,Resolved,244.0,85.0,3.0,0,2024-09-24 21:23:00,48.0,0.0
71123,2025-01-14 20:36:00,2088,Suez,  Phone ,Critical,refund,Youssef,Resolved,697.0,56.0,4.0,0,2025-01-17 04:36:00,8.0,0.0
70140,2025-02-27 07:22:00,2053,cairo,Portal,Medium,Complaint,Farah,Pending,453.0,,5.0,0,,48.0,
70816,2025-01-05 21:29:00,2031,  Ismailia ,Chat,critical,  Billing ,Ali,Resolved,112.0,30.0,,1,2025-01-07 03:29:00,8.0,0.0
70759,2025-02-07 14:10:00,2008,Suez,Chat,Medium,Technical,Nada,Pending,703.0,,4.0,0,,48.0,
71158,2024-12-12 14:36:00,2248,Giza,chat,  medium ,Account,Nada,  pending ,655.0,,,0,,48.0,
71145,2024-11-14 10:30:00,2519,Zagazig,  Email ,Medium,Billing,Omar,  Pending ,360.0,1.0,5.0,1,,48.0,0.0
71045,2025-02-12 00:46:00,2049,Cairo,chat,MEDIUM,Refund,omar,  Resolved ,394.0,132.0,4.0,0,2025-02-17 12:46:00,48.0,0.0
70841,2025-01-01 06:40:00,2192,zagazig,phone,High,Refund,heba,  Resolved ,633.0,165.0,5.0,0,2025-01-08 03:40:00,24.0,0.0
70101,2024-10-21 00:15:00,2529,  Ismailia ,  Chat ,Low,ACCOUNT,  farah ,closed,71.0,130.0,5.0,0,2024-10-26 10:15:00,72.0,0.0
71422,2025-01-13 06:11:00,2043,ZAGAZIG,Phone,critical,Billing,Youssef,Resolved,300.0,18.0,5.0,1,2025-01-14 00:11:00,8.0,0.0
71320,2024-11-22 04:06:00,2571,Suez,Portal,Low,billing,  Nada ,Closed,34.0,83.0,2.0,0,2024-11-25 15:06:00,72.0,0.0
71583,2024-11-05 04:46:00,2099,ALEXANDRIA,  email ,Critical,Refund,Omar,Open,25.0,68.0,1.0,0,,8.0,0.0
71196,2025-01-14 19:48:00,2275,Zagazig,Chat,Low,Delivery,Nada,Resolved,151.0,22.0,4.0,0,2025-01-15 17:48:00,72.0,1.0
71159,2024-10-07 02:09:00,2251,Alexandria,Chat,Critical,Account,Ali,Open,500.0,,3.0,0,,8.0,
71488,2024-10-03 03:37:00,2087,  Ismailia ,Email,  Medium ,Account,Ali,Resolved,327.0,138.0,4.0,0,2024-10-08 21:37:00,48.0,0.0
71350,2024-09-26 07:21:00,2172,suez,portal,Low,Billing,Ali,Resolved,652.0,150.0,5.0,0,2024-10-02 13:21:00,72.0,0.0
70853,2024-12-27 21:45:00,2339,  Mansoura ,Portal,MEDIUM,Delivery,Sara,open,242.0,,3.0,0,,48.0,
70103,2024-09-26 06:28:00,2129,Giza,Portal,  Low ,  BILLING ,  Ali ,open,201.0,,3.0,0,,72.0,
71446,2024-10-15 20:26:00,2547,Tanta,Portal,Medium,DELIVERY,YOUSSEF,Resolved,407.0,67.0,3.0,0,2024-10-18 15:26:00,48.0,0.0
70031,2025-01-01 07:26:00,2446,Zagazig,  Phone ,  Medium ,Account,Farah,Closed,84.0,19.0,,0,2025-01-02 02:26:00,48.0,1.0
71333,2025-02-09 02:21:00,2262,tanta,Email,  Low ,refund,Omar,  resolved ,256.0,78.0,5.0,1,2025-02-12 08:21:00,72.0,0.0
70748,2024-12-12 22:43:00,2455,Suez,Phone,Medium,ACCOUNT,Farah,  RESOLVED ,640.0,97.0,3.0,0,2024-12-16 23:43:00,48.0,0.0
70510,2024-10-20 05:46:00,2032,TANTA,Email,medium,Account,Youssef,  resolved ,552.0,109.0,5.0,0,2024-10-24 18:46:00,48.0,0.0
70188,2025-02-10 12:29:00,2091,Giza,Chat,  Medium ,BILLING,Farah,Resolved,460.0,119.0,5.0,0,2025-02-15 11:29:00,48.0,0.0
70490,2024-10-23 20:52:00,2361,ZAGAZIG,portal,LOW,Account,  Omar ,Resolved,180.0,34.0,1.0,0,2024-10-25 06:52:00,72.0,1.0
70617,2024-10-26 21:05:00,2237,Mansoura,Chat,Low,Account,  mina ,Open,385.0,,4.0,0,,72.0,
70917,2024-12-15 10:55:00,2547,  Mansoura ,Chat,Medium,COMPLAINT,Ali,Closed,577.0,7.0,4.0,0,2024-12-15 17:55:00,48.0,1.0
71566,2025-01-23 23:11:00,2477,Tanta,  email ,Low,Refund,Nada,closed,677.0,60.0,3.0,0,2025-01-26 11:11:00,72.0,1.0
71586,2024-10-09 04:02:00,2039,Tanta,  chat ,Medium,Billing,sara,Resolved,134.0,100.0,2.0,0,2024-10-13 08:02:00,48.0,0.0
70558,2024-09-23 15:29:00,2163,Mansoura,Email,Medium,Delivery,Mina,Open,575.0,,2.0,0,,48.0,
70948,2024-11-09 18:37:00,2173,ismailia,Portal,HIGH,Account,MINA,Pending,251.0,,2.0,1,,24.0,
71055,2024-11-01 06:37:00,2220,,CHAT,  Medium ,Delivery,Mina,  OPEN ,526.0,,5.0,1,,48.0,
71106,2025-01-06 05:59:00,2563,Cairo,phone,Low,Billing,Heba,Resolved,318.0,118.0,5.0,1,2025-01-11 03:59:00,72.0,0.0
71216,2024-10-16 04:34:00,2012,alexandria,Email,High,Account,  Nada ,Resolved,164.0,41.0,4.0,0,2024-10-17 21:34:00,24.0,0.0
71514,2024-10-25 14:52:00,2404,zagazig,Email,High,Billing,Mina,Pending,267.0,79.0,4.0,0,,24.0,0.0
71274,2025-02-01 12:13:00,2355,Tanta,  Email ,High,billing,  Mina ,Resolved,84.0,129.0,5.0,0,2025-02-06 21:13:00,24.0,0.0
71563,2025-02-07 17:52:00,2312,Mansoura,email,Low,Account,  youssef ,  Resolved ,639.0,34.0,,0,2025-02-09 03:52:00,72.0,1.0
70142,2024-10-31 16:21:00,2152,giza,Portal,Low,account,Omar,RESOLVED,16.0,31.0,5.0,0,2024-11-01 23:21:00,72.0,1.0
70462,2024-12-14 02:28:00,2085,suez,Portal,High,Technical,Nada,RESOLVED,677.0,17.0,5.0,0,2024-12-14 19:28:00,24.0,1.0
70261,2024-10-31 03:35:00,2540,  Mansoura ,Portal,MEDIUM,Account,heba,Pending,609.0,91.0,5.0,0,,48.0,0.0
71552,2024-12-24 20:10:00,2309,  Cairo ,EMAIL,High,account,Youssef,  Resolved ,196.0,58.0,5.0,0,2024-12-27 06:10:00,24.0,0.0
70771,2024-11-18 18:41:00,2139,MANSOURA,  Phone ,  Low ,BILLING,Omar,RESOLVED,190.0,118.0,5.0,0,2024-11-23 16:41:00,72.0,0.0
71343,2025-01-07 10:45:00,2362,ismailia,Chat,Critical,Technical,  heba ,Open,455.0,,4.0,0,,8.0,
70063,2025-01-13 05:33:00,2565,Cairo,Chat,Low,Technical,Ali,Resolved,377.0,54.0,4.0,0,2025-01-15 11:33:00,72.0,1.0
70371,2024-09-08 17:18:00,2172,Giza,Email,  Low ,Billing,Farah,Pending,473.0,,,0,,72.0,
71189,2024-09-29 11:30:00,2487,Tanta,CHAT,Low,Refund,Youssef,Open,359.0,,5.0,0,,72.0,
70228,2024-10-23 09:58:00,2234,Tanta,Portal,Medium,Delivery,Heba,Resolved,555.0,145.0,2.0,0,2024-10-29 10:58:00,48.0,0.0
71182,2025-01-10 22:59:00,2452,Alexandria,Portal,  Low ,refund,  Farah ,Open,74.0,,4.0,0,,72.0,
70359,2025-02-15 15:31:00,2194,Alexandria,Phone,Medium,BILLING,Mina,RESOLVED,389.0,77.0,3.0,0,2025-02-18 20:31:00,48.0,0.0
71201,2024-09-29 09:38:00,2546,ZAGAZIG,portal,Low,Account,Mina,  Open ,352.0,74.0,,0,,72.0,0.0
70131,2024-11-20 05:13:00,2428,Ismailia,portal,Low,refund,farah,open,251.0,,5.0,0,,72.0,
70702,2024-10-05 19:33:00,2307,zagazig,  Chat ,Medium,billing,Ali,open,524.0,158.0,,0,,48.0,0.0
70280,2024-11-13 05:55:00,2010,Zagazig,Email,MEDIUM,Complaint,OMAR,Pending,17.0,,,0,,48.0,
71204,2025-01-31 00:30:00,2309,Giza,  phone ,Medium,technical,Farah,Open,196.0,27.0,2.0,0,,48.0,0.0
70911,2025-02-07 06:48:00,2432,Alexandria,Chat,medium,REFUND,  Omar ,  resolved ,289.0,70.0,5.0,0,2025-02-10 04:48:00,48.0,0.0
71296,2024-10-15 04:02:00,2169,TANTA,Email,Low,  Billing ,youssef,Closed,370.0,9.0,,1,2024-10-15 13:02:00,72.0,1.0
70618,2024-10-18 16:58:00,2595,ALEXANDRIA,  email ,  Medium ,Account,Sara,RESOLVED,514.0,164.0,4.0,0,2024-10-25 12:58:00,48.0,0.0
70879,2025-02-15 08:52:00,2156,Alexandria,Phone,Low,REFUND,Mina,pending,565.0,,,0,,72.0,
71036,2024-12-01 17:42:00,2144,CAIRO,Phone,Low,Account,Omar,pending,28.0,21.0,,0,,72.0,0.0
71413,2024-09-17 01:41:00,2032,Ismailia,Chat,  High ,Technical,Nada,Open,635.0,164.0,4.0,0,,24.0,0.0
70201,2024-09-04 06:29:00,2018,  TANTA ,PORTAL,Medium,COMPLAINT,Heba,Resolved,717.0,156.0,3.0,0,2024-09-10 18:29:00,48.0,0.0
71256,2024-10-17 02:41:00,2243,Giza,portal,High,Billing,farah,  Resolved ,78.0,106.0,,0,2024-10-21 12:41:00,24.0,0.0
70675,2025-02-16 22:47:00,2567,  Ismailia ,PORTAL,low,Account,  Omar ,Open,168.0,,4.0,0,,72.0,
71186,2025-02-21 10:00:00,2245,  cairo ,chat,CRITICAL,Billing,Nada,  open ,56.0,,,0,,8.0,
70489,2025-01-23 13:21:00,2337,,Email,High,Complaint,Ali,RESOLVED,633.0,98.0,4.0,0,2025-01-27 15:21:00,24.0,0.0
71039,2024-11-29 10:00:00,2304,ZAGAZIG,Phone,Low,Refund,Heba,Resolved,39.0,149.0,3.0,1,2024-12-05 15:00:00,72.0,0.0
70463,2025-01-31 11:36:00,2537,Giza,Email,  High ,Billing,youssef,closed,621.0,40.0,4.0,0,2025-02-02 03:36:00,24.0,0.0
70743,2024-11-18 18:26:00,2173,Zagazig,CHAT,Medium,Refund,nada,  Open ,387.0,158.0,5.0,0,,48.0,0.0
70342,2025-01-04 06:08:00,2236,Giza,Email,Low,complaint,Farah,Closed,469.0,126.0,,0,2025-01-09 12:08:00,72.0,0.0
70160,2025-01-25 01:46:00,2435,Tanta,chat,Low,Account,  Ali ,  Closed ,9.0,39.0,5.0,0,2025-01-26 16:46:00,72.0,1.0
70373,2025-01-12 02:45:00,2061,Suez,chat,  Low ,  Delivery ,Youssef,Closed,54.0,131.0,4.0,0,2025-01-17 13:45:00,72.0,0.0
71385,2025-02-10 18:35:00,2240,CAIRO,Chat,Low,  Technical ,Youssef,pending,57.0,,3.0,0,,72.0,
71581,2024-09-30 03:08:00,2007,Giza,Email,Medium,Account,omar,resolved,435.0,107.0,,1,2024-10-04 14:08:00,48.0,0.0
70991,2024-11-04 17:55:00,2230,Alexandria,Chat,Low,Billing,  Nada ,Resolved,621.0,94.0,5.0,0,2024-11-08 15:55:00,72.0,0.0
71376,2025-01-04 04:23:00,2082,Alexandria,email,Medium,  billing ,Youssef,Resolved,225.0,134.0,,0,2025-01-09 18:23:00,48.0,0.0
70474,2024-11-12 22:51:00,2319,ZAGAZIG,chat,  Medium ,Refund,Nada,Resolved,698.0,133.0,4.0,0,2024-11-18 11:51:00,48.0,0.0
70781,2024-10-19 05:01:00,2573,Alexandria,portal,Medium,ACCOUNT,Omar,RESOLVED,102.0,6.0,4.0,0,2024-10-19 11:01:00,48.0,1.0
71582,2024-11-07 20:36:00,2190,Suez,  Chat ,  Medium ,Billing,heba,Open,474.0,135.0,5.0,0,,48.0,0.0
71230,2025-01-31 17:08:00,2104,Suez,Portal,  Low ,Billing,Ali,Pending,630.0,162.0,5.0,0,,72.0,0.0
71312,2025-02-26 15:52:00,2421,Tanta,chat,High,Account,Heba,  Resolved ,404.0,2.0,1.0,0,2025-02-26 17:52:00,24.0,1.0
70561,2024-10-10 12:36:00,2589,GIZA,Phone,High,DELIVERY,Farah,Resolved,661.0,121.0,,0,2024-10-15 13:36:00,24.0,0.0
70410,2024-11-01 11:25:00,2135,Giza,email,Medium,Billing,  Ali ,Resolved,434.0,31.0,4.0,0,2024-11-02 18:25:00,48.0,1.0
71515,2024-10-24 05:20:00,2166,Ismailia,  Chat ,Medium,TECHNICAL,Nada,Resolved,78.0,7.0,4.0,0,2024-10-24 12:20:00,48.0,1.0
70008,2024-12-02 06:14:00,2166,giza,Phone,Low,Complaint,farah,Resolved,710.0,118.0,5.0,0,2024-12-07 04:14:00,72.0,0.0
70092,2024-09-07 01:58:00,2585,GIZA,Phone,  Low ,Complaint,Heba,Resolved,564.0,138.0,,0,2024-09-12 19:58:00,72.0,0.0
70285,2024-09-17 10:47:00,2432,Cairo,Phone,  MEDIUM ,  Refund ,Nada,closed,533.0,91.0,5.0,0,2024-09-21 05:47:00,48.0,0.0
70952,2024-12-25 03:10:00,2205,,Phone,Medium,Billing,Farah,Resolved,618.0,45.0,4.0,0,2024-12-27 00:10:00,48.0,1.0
71173,2024-11-30 06:57:00,2293,Tanta,Chat,LOW,Delivery,HEBA,Closed,174.0,54.0,4.0,0,2024-12-02 12:57:00,72.0,1.0
71545,2025-02-18 08:06:00,2006,Suez,portal,  Low ,Account,Mina,  Resolved ,275.0,127.0,4.0,0,2025-02-23 15:06:00,72.0,0.0
71400,2024-12-24 18:28:00,2229,Cairo,Email,Medium,  Complaint ,youssef,RESOLVED,194.0,130.0,1.0,0,2024-12-30 04:28:00,48.0,0.0
70118,2024-11-23 17:41:00,2594,zagazig,Portal,Low,Refund,Nada,Closed,444.0,165.0,3.0,0,2024-11-30 14:41:00,72.0,0.0
71108,2024-09-06 23:20:00,2415,Alexandria,  phone ,Low,  Complaint ,Nada,Resolved,540.0,103.0,5.0,0,2024-09-11 06:20:00,72.0,0.0
71259,2024-09-17 10:15:00,2107,  ISMAILIA ,  Phone ,High,account,Youssef,  Closed ,135.0,117.0,1.0,0,2024-09-22 07:15:00,24.0,0.0
70385,2024-12-25 00:42:00,2554,Giza,  Chat ,Medium,Account,Sara,Resolved,630.0,129.0,,0,2024-12-30 09:42:00,48.0,0.0
71042,2024-10-09 05:38:00,2547,Suez,  Portal ,Low,Delivery,nada,Resolved,15.0,47.0,5.0,0,2024-10-11 04:38:00,72.0,1.0
70088,2024-12-01 14:39:00,2451,  TANTA ,Phone,Low,Technical,,Resolved,457.0,22.0,3.0,0,2024-12-02 12:39:00,72.0,1.0
70981,2024-10-23 07:25:00,2430,Alexandria,  Phone ,MEDIUM,billing,Sara,Resolved,453.0,47.0,,0,2024-10-25 06:25:00,48.0,1.0
71327,2025-02-15 08:55:00,2525,Tanta,Chat,MEDIUM,Billing,Nada,Closed,668.0,107.0,5.0,0,2025-02-19 19:55:00,48.0,0.0
70703,2025-01-25 19:39:00,2471,  Cairo ,  PORTAL ,medium,Account,Farah,  Resolved ,540.0,72.0,,0,2025-01-28 19:39:00,48.0,0.0
71031,2024-09-21 20:09:00,2014,giza,Email,Low,Complaint,,RESOLVED,11.0,23.0,3.0,0,2024-09-22 19:09:00,72.0,1.0
71132,2024-09-23 23:01:00,2311,SUEZ,Chat,high,Account,Youssef,  Resolved ,92.0,93.0,2.0,0,2024-09-27 20:01:00,24.0,0.0
70165,2024-12-14 10:17:00,2073,mansoura,email,Medium,COMPLAINT,Sara,Pending,386.0,96.0,4.0,0,,48.0,0.0
70451,2024-10-17 14:28:00,2281,Suez,Phone,  Medium ,Delivery,Ali,Open,510.0,,2.0,0,,48.0,
70670,2025-02-17 03:17:00,2316,Giza,Phone,Critical,DELIVERY,Omar,Pending,255.0,109.0,5.0,0,,8.0,0.0
71258,2025-01-04 18:27:00,2343,  Tanta ,Email,medium,Technical,Nada,Resolved,694.0,84.0,1.0,0,2025-01-08 06:27:00,48.0,0.0
70786,2025-02-17 03:02:00,2460,Cairo,Portal,Low,TECHNICAL,Nada,Pending,180.0,,3.0,0,,72.0,
70380,2024-12-15 19:48:00,2273,  Suez ,PHONE,Low,Billing,Nada,resolved,502.0,136.0,,0,2024-12-21 11:48:00,72.0,0.0
71199,2024-12-11 12:05:00,2142,Alexandria,  Email ,Low,Delivery,  ali ,resolved,228.0,132.0,4.0,0,2024-12-17 00:05:00,72.0,0.0
71137,2025-01-01 04:02:00,2276,Suez,  Chat ,Critical,Refund,FARAH,open,437.0,,5.0,0,,8.0,
70196,2024-12-20 04:40:00,2595,suez,  Email ,Low,COMPLAINT,Omar,Pending,40.0,101.0,5.0,0,,72.0,0.0
70901,2024-10-31 06:52:00,2100,Mansoura,PHONE,Medium,Account,Nada,Resolved,212.0,38.0,4.0,0,2024-11-01 20:52:00,48.0,1.0
70010,2024-10-09 09:44:00,2212,zagazig,Chat,MEDIUM,Delivery,  Sara ,Open,500.0,,,0,,48.0,
70426,2024-12-13 12:08:00,2250,Giza,  Phone ,  Low ,Delivery,  Nada ,Closed,182.0,162.0,5.0,0,2024-12-20 06:08:00,72.0,0.0
70627,2024-12-17 06:43:00,2502,  Giza ,Chat,Medium,account,Mina,closed,589.0,81.0,4.0,0,2024-12-20 15:43:00,48.0,0.0
71202,2025-02-10 00:13:00,2313,Zagazig,CHAT,Medium,Delivery,Mina,  closed ,508.0,31.0,3.0,0,2025-02-11 07:13:00,48.0,1.0
70412,2024-10-22 16:31:00,2316,GIZA,Portal,Medium,Complaint,HEBA,Resolved,477.0,136.0,5.0,0,2024-10-28 08:31:00,48.0,0.0
70189,2024-11-09 00:09:00,2474,zagazig,Phone,High,Technical,  Ali ,  Resolved ,626.0,92.0,3.0,0,2024-11-12 20:09:00,24.0,0.0
71478,2024-12-12 06:53:00,2176,suez,Email,  low ,Technical,Heba,open,230.0,,3.0,0,,72.0,
71342,2024-11-09 06:19:00,2114,Cairo,PHONE,Medium,Delivery,Farah,Resolved,525.0,142.0,,0,2024-11-15 04:19:00,48.0,0.0
70214,2024-12-13 00:31:00,2406,ALEXANDRIA,Phone,Low,Account,  youssef ,Resolved,359.0,93.0,4.0,0,2024-12-16 21:31:00,72.0,0.0
71090,2024-09-07 00:07:00,2551,ZAGAZIG,Phone,Medium,Complaint,Heba,  Resolved ,140.0,132.0,1.0,0,2024-09-12 12:07:00,48.0,0.0
71500,2024-12-02 17:51:00,2411,Zagazig,PORTAL,Medium,Refund,Mina,resolved,644.0,17.0,4.0,0,2024-12-03 10:51:00,48.0,1.0
70509,2024-10-18 12:26:00,2522,Tanta,Portal,High,Billing,  Sara ,resolved,308.0,91.0,4.0,0,2024-10-22 07:26:00,24.0,0.0
71595,2024-11-17 06:47:00,2219,Zagazig,Email,High,Delivery,Mina,closed,381.0,65.0,4.0,1,2024-11-19 23:47:00,24.0,0.0
71338,2025-01-14 23:56:00,2141,  Ismailia ,Email,  Low ,Account,  Ali ,open,97.0,,4.0,0,,72.0,
70066,2025-02-06 05:10:00,2153,ismailia,Phone,Medium,Complaint,  Mina ,Resolved,428.0,48.0,3.0,0,2025-02-08 05:10:00,48.0,1.0
71062,2024-11-17 18:30:00,2152,Mansoura,Chat,Low,  Refund ,  Ali ,Open,455.0,68.0,5.0,0,,72.0,0.0
70512,2024-10-25 20:29:00,2057,Alexandria,Email,  Low ,Billing,Heba,Open,613.0,,2.0,0,,72.0,
70478,2024-12-12 06:05:00,2111,zagazig,Phone,Low,Technical,Farah,Resolved,425.0,35.0,5.0,0,2024-12-13 17:05:00,72.0,1.0
71423,2024-12-26 16:22:00,2444,GIZA,  Phone ,  High ,Complaint,  Ali ,Resolved,545.0,79.0,1.0,0,2024-12-29 23:22:00,24.0,0.0
70436,2024-12-01 03:04:00,2412,Giza,Chat,Medium,Complaint,  Mina ,Resolved,382.0,87.0,4.0,0,2024-12-04 18:04:00,48.0,0.0
70722,2024-10-13 23:20:00,2546,Ismailia,chat,High,  Complaint ,  Youssef ,Resolved,233.0,90.0,4.0,0,2024-10-17 17:20:00,24.0,0.0
71362,2024-10-05 20:09:00,2174,Mansoura,Chat,  Low ,BILLING,NADA,  Open ,440.0,18.0,,0,,72.0,0.0
70496,2025-02-01 00:09:00,2234,Ismailia,Portal,Low,Refund,Heba,Pending,200.0,,5.0,0,,72.0,
71384,2024-10-12 18:09:00,2400,Cairo,Chat,Medium,delivery,nada,  RESOLVED ,528.0,81.0,3.0,0,2024-10-16 03:09:00,48.0,0.0
70747,2025-02-09 03:13:00,2427,cairo,  Chat ,  Medium ,Account,  FARAH ,Open,361.0,,,0,,48.0,
70903,2024-11-14 02:22:00,2280,Tanta,Chat,Medium,technical,Sara,  Resolved ,161.0,75.0,4.0,0,2024-11-17 05:22:00,48.0,0.0
71537,2024-11-18 16:05:00,2472,ismailia,Phone,Medium,Account,Sara,Open,208.0,131.0,5.0,0,,48.0,0.0
70970,2024-09-17 13:27:00,2106,Ismailia,phone,Low,Complaint,Youssef,Resolved,445.0,68.0,,0,2024-09-20 09:27:00,72.0,1.0
70667,2025-02-25 14:08:00,2563,Alexandria,Email,high,Billing,MINA,Resolved,648.0,37.0,,0,2025-02-27 03:08:00,24.0,0.0
71187,2025-01-11 09:21:00,2357,Suez,  Email ,Medium,Complaint,HEBA,Resolved,408.0,90.0,1.0,0,2025-01-15 03:21:00,48.0,0.0
70638,2025-02-11 06:33:00,2270,Alexandria,Chat,High,Technical,Youssef,Open,180.0,,4.0,0,,24.0,
71600,2025-01-22 12:13:00,2116,Zagazig,Email,low,complaint,Farah,  Resolved ,118.0,136.0,,0,2025-01-28 04:13:00,72.0,0.0
71438,2024-10-06 02:59:00,2215,  Alexandria ,EMAIL,  Medium ,  Complaint ,Ali,  Closed ,17.0,109.0,2.0,0,2024-10-10 15:59:00,48.0,0.0
71463,2025-02-08 11:19:00,2187,Mansoura,Portal,Critical,Complaint,nada,Open,591.0,,3.0,1,,8.0,
70723,2025-02-06 11:26:00,2364,Mansoura,Chat,Low,REFUND,Omar,pending,498.0,36.0,4.0,1,,72.0,0.0
70855,2025-01-19 06:59:00,2581,Tanta,Portal,high,Billing,  Ali ,Closed,225.0,79.0,3.0,0,2025-01-22 13:59:00,24.0,0.0
70476,2024-10-11 00:07:00,2522,Ismailia,email,Low,  COMPLAINT ,  MINA ,Resolved,104.0,108.0,,0,2024-10-15 12:07:00,72.0,0.0
70521,2024-11-01 00:47:00,2267,Cairo,  Phone ,Medium,Billing,Youssef,Pending,280.0,,4.0,0,,48.0,
70351,2024-12-01 10:08:00,2385,mansoura,PHONE,High,Technical,Sara,  Pending ,317.0,,3.0,0,,24.0,
